invoice_no,vendor,date,amount,label
INV-7906,Omega Inc,2025-08-08,417.0,0
INV-7060,Delta Services,2025-01-08,119.0,0
INV-5939,Delta Services,2025-06-20,268.0,0
INV-5675,Delta Services,2025-02-09,4561.0,0
INV-7454,Delta Services,2025-05-24,249.0,0
INV-9219,Omega Inc,2024-10-04,261.0,0
INV-2355,Delta Services,2025-03-16,276.0,0
INV-8195,Delta Services,2024-12-31,561.0,1
INV-7923,Delta Services,2025-01-03,1033.0,0
INV-9361,Omega Inc,2024-11-22,4309.0,0
INV-3086,Gamma Co,2024-08-30,104.0,0
INV-5219,Gamma Co,2024-08-30,199.0,0
INV-3983,Gamma Co,2025-06-09,118.0,0
INV-5902,Omega Inc,2024-12-10,221.0,0
INV-1958,Omega Inc,2024-11-19,102.0,0
INV-6676,Beta Traders,2025-06-25,4808.0,0
INV-5765,Delta Services,2025-05-09,1267.0,0
INV-8878,Omega Inc,2024-12-05,456.0,0
INV-1764,Gamma Co,2025-08-07,9483.0,0
INV-2385,Alpha Supplies,2025-03-22,268.0,0
INV-2334,Gamma Co,2024-10-31,1234.0,0
INV-3990,Delta Services,2025-02-09,1141.0,0
INV-7543,Beta Traders,2024-11-13,490.0,0
INV-5141,Beta Traders,2025-07-14,580.0,0
INV-5679,Beta Traders,2025-04-11,9415.0,0
INV-8609,Alpha Supplies,2024-12-15,78.0,0
INV-1291,Delta Services,2025-02-19,11011.0,0
INV-5454,Delta Services,2024-10-13,115.0,0
INV-1128,Omega Inc,2024-12-07,8533.0,0
INV-3457,Gamma Co,2024-10-30,5829.0,0
INV-1979,Delta Services,2025-04-05,4746.0,0
INV-6726,Omega Inc,2025-01-10,99.0,0
INV-4694,Delta Services,2024-12-13,1167.0,0
INV-3093,Beta Traders,2025-04-20,318.0,0
INV-6091,Beta Traders,2025-06-04,1216.0,0
INV-9426,Beta Traders,2025-02-16,978.0,0
INV-2365,Delta Services,2025-04-21,564.0,0
INV-6053,Alpha Supplies,2025-08-04,8327.0,0
INV-7480,Alpha Supplies,2025-02-28,9889.0,0
INV-3084,Omega Inc,2024-12-17,12362.0,0
INV-4835,Alpha Supplies,2025-07-18,10570.0,0
INV-5910,Beta Traders,2024-08-17,8501.0,0
INV-3811,Alpha Supplies,2024-12-07,543.0,0
INV-1592,Beta Traders,2025-02-15,11982.0,0
INV-2345,Alpha Supplies,2025-02-13,485.0,0
INV-8409,Beta Traders,2025-06-25,299.0,0
INV-2486,Beta Traders,2024-08-31,60.0,0
INV-3087,Omega Inc,2025-01-28,263.0,0
INV-2264,Omega Inc,2025-04-16,256.0,0
INV-7170,Delta Services,2025-06-17,466.0,0
INV-2816,Beta Traders,2024-08-22,269.0,0
INV-2087,Alpha Supplies,2024-11-13,10077.0,0
INV-3859,Beta Traders,2024-09-19,120.0,0
INV-6242,Delta Services,2024-12-20,5165.0,0
INV-2716,Alpha Supplies,2025-06-06,998.0,0
INV-5336,Delta Services,2024-09-14,438.0,0
INV-4654,Alpha Supplies,2024-08-15,242.0,0
INV-4493,Gamma Co,2025-03-02,6004.0,1
INV-9018,Gamma Co,2025-02-02,4635.0,0
INV-4112,Beta Traders,2025-03-05,1175.0,0
INV-2226,Gamma Co,2025-01-05,1583.0,0
INV-5914,Delta Services,2024-10-22,1200.0,1
INV-3862,Gamma Co,2025-04-02,272.0,0
INV-2689,Beta Traders,2024-09-19,9573.0,0
INV-5773,Beta Traders,2024-11-17,1347.0,0
INV-2076,Omega Inc,2024-09-24,94.0,0
INV-2997,Omega Inc,2025-04-20,5752.0,0
INV-9377,Beta Traders,2024-10-09,11197.0,0
INV-3079,Alpha Supplies,2024-12-20,1079.0,0
INV-3203,Alpha Supplies,2025-02-24,98.0,0
INV-8208,Omega Inc,2025-01-13,85.0,0
INV-3192,Beta Traders,2025-07-25,5303.0,0
INV-3163,Omega Inc,2025-02-27,222.0,0
INV-3466,Beta Traders,2024-10-29,4328.0,0
INV-4515,Beta Traders,2024-10-30,486.0,0
INV-4836,Beta Traders,2025-05-24,292.0,0
INV-7618,Delta Services,2025-04-17,588.0,0
INV-9503,Beta Traders,2024-12-11,5786.0,0
INV-6546,Beta Traders,2024-10-23,300.0,1
INV-4077,Omega Inc,2025-06-09,1395.0,0
INV-8115,Omega Inc,2024-09-22,10199.0,1
INV-4529,Delta Services,2024-12-31,638.0,0
INV-2311,Omega Inc,2025-04-20,9277.0,0
INV-9947,Delta Services,2024-10-11,418.0,0
INV-5297,Beta Traders,2025-05-21,9680.0,0
INV-8050,Alpha Supplies,2025-07-04,9952.0,0
INV-5837,Delta Services,2025-01-06,4463.0,0
INV-6664,Delta Services,2024-12-18,172.0,0
INV-8133,Beta Traders,2025-04-19,101.0,0
INV-3086,Omega Inc,2025-04-21,923.0,0
INV-5961,Omega Inc,2025-05-19,10159.0,0
INV-6925,Delta Services,2025-02-17,3642.0,1
INV-1700,Gamma Co,2025-02-28,4985.0,0
INV-1522,Gamma Co,2025-06-07,116.0,0
INV-5517,Beta Traders,2024-11-03,435.0,0
INV-4183,Gamma Co,2025-05-13,4443.0,0
INV-7465,Beta Traders,2024-11-14,127.0,0
INV-2636,Delta Services,2024-11-13,3296.0,0
INV-9537,Beta Traders,2024-12-21,271.0,0
INV-9674,Alpha Supplies,2024-10-15,81.0,0
INV-9102,Beta Traders,2024-08-14,95.0,0
INV-3662,Beta Traders,2025-07-11,11274.0,0
INV-3245,Alpha Supplies,2024-10-01,1351.0,0
INV-1114,Gamma Co,2025-04-02,6102.0,0
INV-8415,Gamma Co,2024-09-22,983.0,0
INV-8115,Alpha Supplies,2025-04-10,1375.0,0
INV-9105,Beta Traders,2025-01-07,1172.0,0
INV-4692,Delta Services,2025-01-05,1120.0,0
INV-9732,Beta Traders,2025-05-21,239.0,0
INV-1634,Delta Services,2024-11-11,9555.0,0
INV-4599,Beta Traders,2024-11-06,4436.0,0
INV-6823,Omega Inc,2024-09-29,483.0,0
INV-8242,Alpha Supplies,2024-09-16,11733.0,0
INV-3120,Delta Services,2024-12-04,95.0,0
INV-3062,Alpha Supplies,2025-01-23,247.0,0
INV-5693,Beta Traders,2025-02-14,266.0,0
INV-7970,Omega Inc,2025-08-02,5154.0,0
INV-1379,Gamma Co,2025-04-29,9418.0,0
INV-6464,Gamma Co,2025-03-22,88.0,0
INV-5652,Alpha Supplies,2025-03-03,94.0,0
INV-1908,Alpha Supplies,2024-12-17,345.0,0
INV-6531,Alpha Supplies,2024-12-01,8244.0,1
INV-5878,Gamma Co,2025-03-05,106.0,0
INV-9809,Gamma Co,2025-08-02,101.0,0
INV-1086,Delta Services,2024-09-02,1298.0,0
INV-8161,Omega Inc,2024-08-13,198.0,0
INV-9975,Beta Traders,2025-02-14,1191.0,0
INV-1822,Beta Traders,2025-05-05,192.0,0
INV-6003,Alpha Supplies,2025-07-06,8709.0,0
INV-1624,Delta Services,2025-01-24,105.0,0
INV-4734,Omega Inc,2025-02-17,10249.0,0
INV-1161,Beta Traders,2025-05-01,9961.0,0
INV-6123,Gamma Co,2025-06-18,9801.0,0
INV-8054,Alpha Supplies,2025-04-13,5817.0,0
INV-7561,Delta Services,2025-02-20,546.0,0
INV-3328,Omega Inc,2025-02-16,4739.0,0
INV-6634,Beta Traders,2025-07-12,4455.0,0
INV-6058,Delta Services,2025-06-02,4706.0,1
INV-9757,Delta Services,2025-04-03,559.0,0
INV-9438,Omega Inc,2024-12-04,5349.0,0
INV-7775,Delta Services,2024-09-01,576.0,0
INV-2707,Beta Traders,2025-01-09,251.0,0
INV-9351,Delta Services,2024-12-14,4726.0,0
INV-8225,Beta Traders,2025-07-13,484.0,0
INV-2229,Delta Services,2025-07-20,86.0,0
INV-2443,Beta Traders,2025-03-20,887.0,0
INV-9191,Delta Services,2024-11-03,9458.0,0
INV-1786,Omega Inc,2025-07-24,8624.0,0
INV-8971,Delta Services,2025-02-28,5395.0,0
INV-9085,Omega Inc,2024-12-11,10005.0,0
INV-6026,Gamma Co,2025-06-23,11114.0,0
INV-7554,Gamma Co,2024-12-18,1207.0,0
INV-7912,Beta Traders,2025-02-03,442.0,0
INV-5048,Omega Inc,2025-06-17,1303.0,0
INV-7887,Gamma Co,2025-06-08,231.0,0
INV-2689,Omega Inc,2025-01-14,4632.0,0
INV-5222,Gamma Co,2025-03-06,221.0,0
INV-5231,Beta Traders,2025-06-23,1139.0,0
INV-3518,Delta Services,2025-07-13,5285.0,0
INV-4845,Omega Inc,2024-10-27,12063.0,1
INV-7475,Alpha Supplies,2025-06-20,10644.0,0
INV-5731,Gamma Co,2025-04-24,5126.0,0
INV-9289,Gamma Co,2024-11-22,244.0,0
INV-6849,Omega Inc,2025-06-08,1002.0,0
INV-4057,Alpha Supplies,2025-01-03,295.0,0
INV-7114,Beta Traders,2025-06-19,75.0,0
INV-8779,Omega Inc,2024-12-15,491.0,0
INV-4290,Omega Inc,2024-10-29,5105.0,0
INV-5326,Delta Services,2024-11-30,930.0,0
INV-3950,Gamma Co,2025-08-02,4132.0,0
INV-9493,Omega Inc,2025-04-10,6504.0,0
INV-2942,Delta Services,2025-02-07,105.0,0
INV-9732,Omega Inc,2024-12-29,291.0,0
INV-9272,Omega Inc,2025-07-21,492.0,1
INV-8645,Alpha Supplies,2025-02-25,5105.0,0
INV-4554,Alpha Supplies,2025-03-04,597.0,0
INV-2288,Omega Inc,2025-06-14,83.0,0
INV-5799,Alpha Supplies,2024-08-31,1362.0,0
INV-7240,Beta Traders,2024-11-23,234.0,0
INV-1512,Omega Inc,2024-10-04,402.0,0
INV-7052,Omega Inc,2025-08-10,6448.0,1
INV-3366,Alpha Supplies,2025-08-04,95.0,0
INV-3067,Alpha Supplies,2025-01-04,514.0,0
INV-8159,Beta Traders,2025-05-10,65.0,0
INV-6200,Delta Services,2024-12-17,1309.0,0
INV-4081,Beta Traders,2025-02-15,518.0,0
INV-3042,Delta Services,2024-12-16,609.0,0
INV-2110,Omega Inc,2024-09-14,4571.0,0
INV-8156,Alpha Supplies,2025-06-05,477.0,0
INV-4591,Omega Inc,2025-07-03,79.0,0
INV-4951,Delta Services,2025-06-03,10525.0,0
INV-9393,Beta Traders,2024-11-03,268.0,0
INV-1499,Gamma Co,2024-11-10,1136.0,0
INV-8713,Beta Traders,2024-09-21,6742.0,0
INV-9234,Gamma Co,2024-08-12,98.0,0
INV-4423,Omega Inc,2025-02-13,9144.0,0
INV-4044,Omega Inc,2025-07-19,558.0,0
INV-1303,Delta Services,2025-05-09,481.0,0
INV-4590,Beta Traders,2024-08-16,120.0,0
INV-4940,Alpha Supplies,2024-09-19,108.0,0
INV-2892,Delta Services,2025-07-03,11686.0,0
INV-5880,Delta Services,2025-01-19,619.0,0
INV-1956,Alpha Supplies,2024-11-11,419.0,0
INV-5872,Alpha Supplies,2025-06-12,5379.0,0
INV-2336,Gamma Co,2024-12-01,342.0,0
INV-7791,Gamma Co,2024-09-29,615.0,0
INV-8626,Alpha Supplies,2025-02-02,4873.0,0
INV-8055,Delta Services,2024-08-31,1131.0,0
INV-8048,Delta Services,2025-04-14,10105.0,0
INV-1483,Omega Inc,2024-09-14,4058.0,0
INV-3012,Delta Services,2025-04-03,5358.0,0
INV-9919,Alpha Supplies,2025-07-11,1123.0,0
INV-2102,Gamma Co,2025-05-03,4858.0,0
INV-7602,Omega Inc,2025-01-15,3582.0,0
INV-9125,Alpha Supplies,2025-03-15,5143.0,0
INV-8737,Gamma Co,2024-12-24,291.0,0
INV-8755,Delta Services,2025-02-02,1114.0,0
INV-9147,Beta Traders,2025-02-26,1047.0,0
INV-1830,Gamma Co,2024-10-11,5524.0,0
INV-1859,Alpha Supplies,2025-04-20,489.0,0
INV-8084,Delta Services,2024-08-25,1103.0,0
INV-9426,Alpha Supplies,2025-01-30,10671.0,0
INV-7851,Gamma Co,2025-02-24,263.0,0
INV-9079,Gamma Co,2025-06-12,63.0,0
INV-4357,Alpha Supplies,2025-06-21,271.0,0
INV-5970,Delta Services,2025-05-28,251.0,0
INV-1185,Delta Services,2025-06-08,1308.0,0
INV-1341,Alpha Supplies,2024-11-19,272.0,0
INV-5995,Gamma Co,2025-02-19,937.0,0
INV-6411,Omega Inc,2024-12-25,96.0,0
INV-6008,Delta Services,2024-10-10,102.0,0
INV-4160,Alpha Supplies,2024-08-22,104.0,0
INV-3761,Omega Inc,2024-12-05,3893.0,0
INV-7259,Gamma Co,2025-02-13,3308.0,0
INV-2537,Gamma Co,2025-02-01,1166.0,0
INV-7582,Gamma Co,2025-01-24,251.0,0
INV-1782,Alpha Supplies,2024-11-24,579.0,0
INV-1010,Omega Inc,2025-03-01,244.0,0
INV-2356,Delta Services,2024-09-25,314.0,0
INV-9672,Delta Services,2025-02-25,89.0,0
INV-8859,Alpha Supplies,2024-12-01,12097.0,0
INV-1609,Omega Inc,2025-04-02,4792.0,1
INV-8046,Alpha Supplies,2025-05-23,196.0,0
INV-3597,Beta Traders,2025-06-10,4676.0,1
INV-7079,Delta Services,2024-10-09,1262.0,0
INV-1227,Beta Traders,2024-09-04,378.0,0
INV-4903,Delta Services,2024-09-05,492.0,0
INV-1619,Gamma Co,2025-07-23,503.0,0
INV-8777,Alpha Supplies,2024-10-14,4933.0,0
INV-8014,Omega Inc,2024-10-17,10397.0,0
INV-8607,Alpha Supplies,2024-11-22,231.0,0
INV-1102,Gamma Co,2025-06-20,1440.0,0
INV-6936,Alpha Supplies,2025-01-09,79.0,0
INV-7332,Gamma Co,2025-07-14,4332.0,1
INV-7041,Alpha Supplies,2025-04-25,4673.0,0
INV-7369,Delta Services,2025-02-17,4164.0,0
INV-1164,Alpha Supplies,2025-03-08,4015.0,0
INV-3808,Omega Inc,2025-02-24,11637.0,1
INV-3727,Omega Inc,2024-09-27,169.0,0
INV-2073,Beta Traders,2025-03-22,10900.0,0
INV-3172,Delta Services,2024-09-25,8782.0,0
INV-5139,Delta Services,2025-01-08,285.0,0
INV-6559,Alpha Supplies,2024-10-09,257.0,0
INV-3985,Delta Services,2025-03-19,257.0,0
INV-8850,Gamma Co,2025-05-15,99.0,0
INV-2645,Alpha Supplies,2024-12-29,94.0,0
INV-8938,Beta Traders,2024-08-14,4943.0,0
INV-7567,Alpha Supplies,2025-03-05,10917.0,0
INV-1331,Gamma Co,2025-07-04,492.0,0
INV-2808,Beta Traders,2025-07-12,236.0,0
INV-1190,Gamma Co,2024-09-05,6384.0,0
INV-2499,Delta Services,2025-02-24,10212.0,0
INV-5528,Beta Traders,2025-04-18,5082.0,0
INV-3642,Delta Services,2025-07-27,504.0,0
INV-9044,Delta Services,2025-04-28,6486.0,0
INV-2693,Beta Traders,2025-01-24,1291.0,0
INV-8708,Gamma Co,2024-11-24,114.0,0
INV-6778,Omega Inc,2024-10-27,200.0,0
INV-6586,Beta Traders,2025-01-24,81.0,0
INV-8932,Omega Inc,2024-10-09,1240.0,0
INV-3772,Delta Services,2024-09-05,104.0,0
INV-6056,Delta Services,2025-04-18,8000.0,0
INV-7048,Beta Traders,2025-02-15,4124.0,0
INV-2835,Omega Inc,2024-12-29,244.0,0
INV-8130,Beta Traders,2024-08-30,5878.0,0
INV-7168,Omega Inc,2024-11-26,477.0,0
INV-7055,Alpha Supplies,2024-11-11,4695.0,0
INV-3180,Delta Services,2024-11-06,11201.0,1
INV-7439,Beta Traders,2025-03-24,11231.0,0
INV-6553,Omega Inc,2025-05-15,1139.0,0
INV-6268,Gamma Co,2025-04-11,1369.0,0
INV-1453,Omega Inc,2025-05-09,11407.0,1
INV-6384,Delta Services,2025-07-12,1234.0,0
INV-6750,Gamma Co,2025-07-23,6495.0,1
INV-2524,Gamma Co,2025-02-18,569.0,0
INV-7436,Omega Inc,2025-04-14,10291.0,1
INV-2558,Omega Inc,2024-09-29,248.0,0
INV-8639,Omega Inc,2024-12-10,5542.0,0
INV-1531,Delta Services,2024-10-18,5713.0,0
INV-3176,Omega Inc,2025-06-20,491.0,0
INV-4310,Delta Services,2024-08-21,3694.0,0
INV-2498,Gamma Co,2024-09-17,10534.0,0
INV-1213,Beta Traders,2025-05-22,4886.0,0
INV-2461,Alpha Supplies,2025-05-21,295.0,0
INV-2589,Beta Traders,2025-07-08,83.0,0
INV-7613,Gamma Co,2025-05-12,10684.0,0
INV-7885,Alpha Supplies,2024-09-25,78.0,0
INV-4721,Omega Inc,2024-10-12,6190.0,0
INV-6568,Omega Inc,2024-12-24,1006.0,0
INV-4024,Omega Inc,2025-04-06,368.0,0
INV-8169,Gamma Co,2024-08-15,9174.0,0
INV-1208,Gamma Co,2025-03-14,418.0,0
INV-1058,Alpha Supplies,2025-07-21,4258.0,0
INV-2275,Alpha Supplies,2024-10-20,10499.0,0
INV-9303,Alpha Supplies,2025-04-10,100.0,0
INV-6267,Omega Inc,2024-09-27,598.0,0
INV-3136,Alpha Supplies,2025-04-25,184.0,0
INV-5261,Delta Services,2025-02-25,4722.0,0
INV-2094,Omega Inc,2025-05-11,13076.0,1
INV-1531,Gamma Co,2025-03-30,3957.0,0
INV-1387,Gamma Co,2025-02-12,11531.0,0
INV-2580,Omega Inc,2025-07-31,11999.0,1
INV-5211,Alpha Supplies,2024-10-22,527.0,0
INV-2404,Delta Services,2024-12-09,273.0,0
INV-6760,Delta Services,2024-09-02,217.0,0
INV-6204,Gamma Co,2025-02-12,4921.0,0
INV-5550,Beta Traders,2024-08-16,308.0,1
INV-7813,Delta Services,2025-05-02,917.0,0
INV-1860,Alpha Supplies,2024-09-28,120.0,0
INV-7756,Beta Traders,2025-07-15,467.0,0
INV-8606,Gamma Co,2025-01-01,3587.0,0
INV-7108,Alpha Supplies,2025-08-02,4165.0,0
INV-8046,Omega Inc,2025-02-28,509.0,0
INV-8438,Gamma Co,2025-05-10,105.0,1
INV-3806,Alpha Supplies,2024-11-30,124.0,0
INV-7208,Alpha Supplies,2025-04-03,231.0,0
INV-2080,Omega Inc,2024-09-09,4448.0,0
INV-1152,Delta Services,2024-10-11,205.0,0
INV-5566,Gamma Co,2025-03-08,119.0,0
INV-9302,Omega Inc,2024-10-21,107.0,0
INV-5765,Alpha Supplies,2025-01-10,239.0,0
INV-9218,Delta Services,2024-12-19,1209.0,0
INV-8898,Delta Services,2025-03-15,472.0,0
INV-4613,Beta Traders,2025-01-14,931.0,0
INV-5915,Alpha Supplies,2024-10-02,11058.0,0
INV-8732,Beta Traders,2025-05-25,192.0,0
INV-1693,Omega Inc,2024-11-05,289.0,0
INV-5537,Omega Inc,2024-08-16,4193.0,0
INV-1063,Delta Services,2024-11-20,77.0,0
INV-9108,Gamma Co,2025-05-01,1092.0,0
INV-6848,Delta Services,2025-03-23,5381.0,0
INV-3351,Alpha Supplies,2024-11-23,78.0,0
INV-6722,Gamma Co,2024-08-11,561.0,0
INV-2711,Beta Traders,2024-09-27,507.0,0
INV-6867,Delta Services,2025-03-15,3754.0,0
INV-8748,Beta Traders,2024-09-04,5453.0,0
INV-4967,Beta Traders,2025-05-08,12716.0,1
INV-8507,Delta Services,2025-03-14,1111.0,0
INV-7701,Delta Services,2025-04-27,4095.0,0
INV-5654,Alpha Supplies,2025-01-22,104.0,0
INV-9682,Alpha Supplies,2025-03-24,281.0,0
INV-6612,Alpha Supplies,2025-02-25,103.0,0
INV-1597,Omega Inc,2025-01-16,100.0,0
INV-5836,Alpha Supplies,2025-04-14,616.0,0
INV-4625,Delta Services,2025-05-08,103.0,0
INV-4170,Beta Traders,2024-10-30,252.0,0
INV-6114,Gamma Co,2025-01-10,1215.0,0
INV-5943,Delta Services,2025-05-21,696.0,0
INV-7646,Beta Traders,2024-11-09,11615.0,0
INV-7717,Omega Inc,2025-06-28,249.0,0
INV-5934,Gamma Co,2024-10-16,1382.0,0
INV-3844,Delta Services,2025-07-07,690.0,0
INV-5078,Gamma Co,2025-03-10,551.0,0
INV-4942,Gamma Co,2025-05-10,516.0,0
INV-8123,Beta Traders,2024-10-22,491.0,0
INV-9197,Beta Traders,2025-05-10,114.0,0
INV-4886,Beta Traders,2025-06-06,4158.0,0
INV-5412,Alpha Supplies,2025-06-06,10908.0,0
INV-8840,Omega Inc,2025-06-08,10486.0,0
INV-8928,Gamma Co,2025-03-14,5704.0,0
INV-5453,Alpha Supplies,2025-01-20,652.0,0
INV-5183,Delta Services,2025-01-15,425.0,0
INV-7537,Gamma Co,2024-09-28,1262.0,0
INV-6990,Gamma Co,2024-11-30,588.0,0
INV-1533,Delta Services,2024-11-06,457.0,0
INV-2453,Gamma Co,2024-11-11,189.0,0
INV-6140,Omega Inc,2024-09-29,460.0,0
INV-4632,Beta Traders,2024-12-15,111.0,0
INV-4793,Delta Services,2024-12-15,1192.0,0
INV-1822,Gamma Co,2025-06-02,107.0,0
INV-1691,Alpha Supplies,2025-02-19,301.0,0
INV-6046,Delta Services,2025-03-10,99.0,0
INV-2866,Alpha Supplies,2024-09-10,204.0,0
INV-9464,Alpha Supplies,2025-06-15,9996.0,0
INV-8517,Beta Traders,2024-10-19,14834.0,0
INV-3245,Beta Traders,2024-08-10,99.0,1
INV-7011,Gamma Co,2024-11-18,235.0,0
INV-4448,Delta Services,2025-05-30,12084.0,0
INV-7839,Omega Inc,2025-01-31,931.0,1
INV-2846,Omega Inc,2024-12-20,1230.0,0
INV-6957,Alpha Supplies,2024-11-04,553.0,0
INV-1214,Delta Services,2025-07-12,9884.0,0
INV-8002,Alpha Supplies,2025-04-09,607.0,0
INV-2098,Alpha Supplies,2024-12-02,945.0,0
INV-8927,Beta Traders,2025-01-29,465.0,0
INV-3501,Beta Traders,2025-07-05,7489.0,0
INV-8046,Delta Services,2025-03-01,96.0,0
INV-2956,Omega Inc,2025-07-14,202.0,0
INV-3854,Alpha Supplies,2025-08-09,10284.0,0
INV-4615,Gamma Co,2024-10-06,103.0,0
INV-9661,Omega Inc,2024-08-30,115.0,0
INV-3525,Alpha Supplies,2025-07-02,11390.0,0
INV-3308,Alpha Supplies,2025-07-22,108.0,0
INV-9674,Beta Traders,2025-04-17,323.0,0
INV-7774,Beta Traders,2025-05-07,470.0,0
INV-2775,Gamma Co,2024-10-28,120.0,0
INV-1759,Alpha Supplies,2024-08-17,83.0,0
INV-7412,Alpha Supplies,2024-11-18,1234.0,0
INV-3201,Delta Services,2025-06-28,260.0,0
INV-1311,Beta Traders,2024-10-09,5044.0,0
INV-6922,Beta Traders,2024-10-26,4398.0,0
INV-7777,Gamma Co,2024-11-19,98.0,0
INV-9379,Beta Traders,2025-02-06,1409.0,0
INV-9506,Gamma Co,2025-07-20,238.0,0
INV-7476,Beta Traders,2024-11-20,244.0,0
INV-2641,Gamma Co,2024-08-11,135.0,0
INV-3785,Beta Traders,2024-08-27,263.0,0
INV-6500,Alpha Supplies,2024-08-19,1002.0,0
INV-9603,Alpha Supplies,2025-05-17,5758.0,0
INV-2668,Alpha Supplies,2025-03-06,942.0,0
INV-9583,Gamma Co,2025-04-26,137.0,0
INV-2804,Alpha Supplies,2024-08-16,462.0,0
INV-2935,Omega Inc,2025-03-22,97.0,0
INV-1109,Beta Traders,2025-03-20,234.0,0
INV-6039,Gamma Co,2024-10-28,5194.0,0
INV-8652,Beta Traders,2024-08-29,256.0,0
INV-5469,Alpha Supplies,2025-04-02,459.0,0
INV-6405,Delta Services,2025-03-26,266.0,0
INV-3718,Gamma Co,2025-01-19,107.0,0
INV-1070,Beta Traders,2025-04-10,5194.0,0
INV-3201,Beta Traders,2025-03-01,8566.0,0
INV-4537,Omega Inc,2025-07-11,9232.0,0
INV-9447,Gamma Co,2025-03-20,5713.0,0
INV-6510,Omega Inc,2025-01-29,469.0,0
INV-2991,Beta Traders,2024-10-02,420.0,0
INV-8839,Gamma Co,2025-06-11,8777.0,0
INV-7289,Delta Services,2024-12-08,376.0,0
INV-5204,Alpha Supplies,2025-04-13,92.0,0
INV-6179,Omega Inc,2024-10-15,590.0,0
INV-4521,Alpha Supplies,2025-02-12,3564.0,0
INV-4018,Delta Services,2024-12-17,5350.0,0
INV-9579,Gamma Co,2025-01-19,5610.0,0
INV-5773,Delta Services,2024-11-18,4245.0,0
INV-3525,Gamma Co,2025-03-10,5955.0,0
INV-7413,Gamma Co,2024-08-22,12659.0,0
INV-5159,Alpha Supplies,2024-10-11,471.0,0
INV-6755,Gamma Co,2024-12-30,10210.0,0
INV-1138,Delta Services,2025-03-26,393.0,0
INV-8960,Gamma Co,2025-03-23,101.0,0
INV-4235,Omega Inc,2025-01-18,265.0,0
INV-1742,Omega Inc,2024-11-20,645.0,0
INV-6352,Omega Inc,2025-05-27,242.0,0
INV-3048,Delta Services,2025-01-10,441.0,0
INV-7120,Delta Services,2025-01-10,228.0,0
INV-7465,Alpha Supplies,2025-02-26,258.0,0
INV-7077,Delta Services,2024-12-22,4540.0,0
INV-8018,Omega Inc,2024-09-16,9510.0,0
INV-6461,Gamma Co,2024-11-30,3596.0,0
INV-7422,Delta Services,2025-01-04,6704.0,0
INV-1510,Omega Inc,2025-01-28,10082.0,0
INV-3014,Beta Traders,2025-04-10,458.0,0
INV-6464,Omega Inc,2025-01-05,1023.0,0
INV-1396,Gamma Co,2025-03-18,271.0,0
INV-6830,Beta Traders,2025-04-06,3764.0,0
INV-6254,Omega Inc,2025-07-16,1108.0,0
INV-8170,Delta Services,2024-10-21,114.0,0
INV-9403,Alpha Supplies,2024-09-06,118.0,0
INV-2212,Gamma Co,2025-04-29,8570.0,0
INV-9818,Beta Traders,2025-06-11,294.0,0
INV-4575,Delta Services,2025-07-14,9565.0,0
INV-4495,Omega Inc,2025-01-19,4869.0,1
INV-5112,Omega Inc,2025-05-18,3177.0,0
INV-1598,Gamma Co,2024-12-25,1219.0,0
INV-2369,Alpha Supplies,2025-01-28,280.0,1
INV-1577,Omega Inc,2025-06-27,442.0,0
INV-6755,Gamma Co,2025-07-11,8455.0,0
INV-1033,Gamma Co,2025-06-06,8599.0,0
INV-6074,Gamma Co,2024-12-17,482.0,0
INV-8066,Beta Traders,2025-06-30,239.0,0
INV-7474,Gamma Co,2025-03-15,993.0,0
INV-6248,Gamma Co,2024-10-06,70.0,0
INV-6607,Omega Inc,2024-10-30,1214.0,0
INV-6269,Beta Traders,2025-05-19,225.0,0
INV-7799,Alpha Supplies,2024-09-04,11470.0,1
INV-6553,Delta Services,2025-02-04,244.0,0
INV-7949,Beta Traders,2024-12-18,9110.0,0
INV-5764,Alpha Supplies,2025-05-10,5360.0,0
INV-8770,Gamma Co,2024-10-09,1116.0,0
INV-1949,Alpha Supplies,2024-12-16,224.0,0
INV-5642,Alpha Supplies,2025-04-10,1226.0,0
INV-6414,Gamma Co,2025-01-18,7149.0,0
INV-9330,Beta Traders,2025-03-11,1229.0,0
INV-3396,Delta Services,2025-05-12,8053.0,0
INV-4112,Delta Services,2025-04-02,10227.0,0
INV-2210,Omega Inc,2024-09-05,80.0,0
INV-1165,Gamma Co,2025-05-31,475.0,0
INV-5430,Alpha Supplies,2025-07-11,560.0,0
INV-6713,Delta Services,2025-01-02,11120.0,0
INV-8845,Gamma Co,2024-08-29,426.0,0
INV-6823,Alpha Supplies,2025-06-19,108.0,0
INV-1671,Delta Services,2024-09-29,75.0,0
INV-8630,Alpha Supplies,2025-04-24,5542.0,0
INV-2617,Beta Traders,2024-10-25,249.0,0
INV-6497,Alpha Supplies,2025-07-25,301.0,0
INV-5289,Omega Inc,2024-11-21,535.0,0
INV-3227,Gamma Co,2024-09-27,3732.0,0
INV-3662,Alpha Supplies,2024-10-14,1281.0,0
INV-8471,Gamma Co,2024-11-22,5181.0,0
INV-3911,Beta Traders,2025-06-09,9298.0,0
INV-7891,Omega Inc,2025-05-14,116.0,0
INV-9012,Delta Services,2025-02-05,10581.0,0
INV-2262,Delta Services,2025-01-27,3686.0,0
INV-1053,Gamma Co,2024-10-23,95.0,0
INV-8989,Beta Traders,2025-05-21,542.0,0
